epoch,train_loss,val_loss,train_delta,val_delta,train_acc,val_acc,train_auc,val_auc,predictor_lr,encoder_lr
37,0.9251644470813599,0.5414223090002809,-0.015342556617476744,-0.03527846441993232,0.9309413751722299,0.9790083966413434,0.9967771565868332,0.9994767666808888,0.0007454665401633282,0.0007454665401633282
38,0.922007941217585,0.5748882278611388,-0.0031565058637749166,0.033465918860857924,0.93951953420152,0.9631147540983607,0.9972759466505523,0.9991103569928623,0.0007309399109078431,0.0007309399109078431
39,0.9244306489232589,0.5527577686913406,0.0024227077056738766,-0.022130459169798167,0.9327970132005867,0.9740103958416634,0.9971697113957264,0.999236907993192,0.0007161612989930642,0.0007161612989930642
40,0.9278893570669673,0.5886193310158162,0.003458708143708411,0.03586156232447557,0.9276301168940841,0.9542183126749301,0.9969140374364716,0.999039236376896,0.0007011468646141439,0.0007011468646141439
41,0.9330383828756484,0.5832231761534002,0.005149025808681151,-0.005396154862415958,0.9286968309702653,0.9577169132347061,0.9967789777237077,0.9986807684748533,0.000685913025834638,0.000685913025834638
42,0.916218466845087,0.5406634573695026,-0.016819916030561433,-0.04255971878389764,0.9326303391261834,0.9775089964014394,0.9970232337833911,0.9995461675047161,0.0006704764406335864,0.0006704764406335864
43,0.9246469844894653,0.537424416481694,0.008428517644378242,-0.0032390408878085752,0.9315414018400818,0.9801079568172731,0.9971391775030592,0.999471548977269,0.0006548539886902728,0.0006548539886902728
44,0.912531554995274,0.5557535388801671,-0.012115429494191199,0.018329122398473063,0.9329970220898707,0.9713114754098361,0.9973263014478992,0.9992251280515134,0.0006390627529265297,0.0006390627529265297
45,0.9128217374567281,0.5360006101523773,0.00029018246145406934,-0.019752928727789776,0.9413529490199565,0.9792083166733306,0.9976374314081428,0.999460556514214,0.0006231200008268199,0.0006231200008268199
46,0.9169923148371957,0.5535824457301369,0.004170577380467555,0.017581835577759608,0.9353860171563181,0.9748100759696121,0.9975224159990638,0.9989288895639494,0.0006070431655564927,0.0006070431655564927
47,0.9196814750744537,0.5471894390220884,0.0026891602372580703,-0.006393006708048543,0.9438641717409663,0.9744102359056377,0.9978075064543425,0.9995842811022213,0.0005908498268988794,0.0005908498268988794
48,0.9230388541790572,0.5162528575975683,0.0033573791046034307,-0.03093658142452005,0.9423752166762968,0.9881047580967613,0.9977548116542461,0.9996892725204174,0.0005745576920320541,0.0005745576920320541
49,0.923706434243782,0.5540197774579253,0.000667580064724782,0.03776691986035696,0.9329970220898707,0.9712115153938424,0.9972926353622688,0.9993073757859793,0.0005581845761662978,0.0005581845761662978
50,0.9164611342447725,0.526599766332892,-0.007245299999009469,-0.02742001112503334,0.929685763811725,0.9836065573770492,0.9970772735072452,0.9996161044346797,0.0005417483830634204,0.0005417483830634204
51,0.9069410068067637,0.5196764216392855,-0.009520127438008785,-0.006923344693606448,0.9474198853282368,0.9868052778888444,0.9980601860205025,0.9998465404524443,0.0005252670854592647,0.0005252670854592647
52,0.9049984911795367,0.6005413811418074,-0.001942515627227026,0.08086495950252193,0.9360971598737722,0.9501199520191923,0.9975653351792759,0.9980985940968261,0.000508758705410787,0.000508758705410787
53,0.9058032148856331,0.5482148882708971,0.0008047237060964108,-0.05232649287091029,0.9371749855549135,0.9747101159536186,0.997745685992987,0.9991594132978795,0.0004922412945891947,0.0004922412945891947
54,0.9096467143601992,0.5865601723707174,0.003843499474566081,0.0383452840998203,0.9421085381572515,0.9590163934426229,0.997951024928474,0.9982377245947178,0.00047573291454071457,0.00047573291454071457
55,0.9225697053427045,0.5211912253989449,0.012922990982505378,-0.06536894697177253,0.9372083203697942,0.9871051579368253,0.9974928065655697,0.9997412454248357,0.0004592516169365599,0.0004592516169365599
56,0.9026585129851644,0.5500819260561014,-0.01991119235754013,0.028890700657156487,0.9365749588870617,0.9723110755697721,0.9977628310519625,0.999308593695682,0.00044281542383368304,0.00044281542383368304
57,0.9073840352198617,0.5438678358929067,0.004725522234697244,-0.006214090163194741,0.9416085159340415,0.9744102359056377,0.9979795321346635,0.9994463291927451,0.00042644230796792706,0.00042644230796792706
58,0.9137389797886665,0.5693260280391838,0.00635494456880481,0.025458192146277092,0.9405640250677808,0.9660135945621752,0.9979892025633732,0.998718519227494,0.0004101501731011039,0.0004101501731011039
59,0.9127739730121737,0.5241417394408697,-0.000965006776492805,-0.045184288598314026,0.9325192230765812,0.9840063974410236,0.9974205203162525,0.9996812361131793,0.000393956834443491,0.000393956834443491
60,0.905123577199199,0.5266664145113547,-0.007650395812974664,0.0025246750704849275,0.9357971465398462,0.9837065173930428,0.9977500743505926,0.9996029532805645,0.00037787999917316393,0.00037787999917316393
61,0.9168077325448394,0.5165629092651077,0.011684155345640379,-0.010103505246246924,0.9431974754433531,0.9872051179528188,0.99793005164066,0.9998593776116363,0.0003619372470734512,0.0003619372470734512
62,0.8931807126765224,0.5165351033210754,-0.023627019868316945,-2.7805944032288643e-05,0.9441641850748922,0.9872051179528188,0.9982432650855624,0.9997190239622267,0.00034614601130970754,0.00034614601130970754
63,0.9066717573441565,0.5227426365961002,0.013491044667634067,0.006207533275024768,0.942586337170541,0.9856057576969213,0.9981405857900582,0.9997095911027858,0.0003305235593663931,0.0003305235593663931
64,0.8978827217678454,0.5321722121178349,-0.008789035576311055,0.009429575521734734,0.9445753144584204,0.9812075169932027,0.9982120114840703,0.9996005277023272,0.00031508697416534226,0.00031508697416534226
65,0.8968058334324848,0.5238124075569685,-0.0010768883353606817,-0.00835980456086649,0.9507200320014223,0.9860055977608957,0.9983905648783341,0.9996412853852736,0.0002998531353858363,0.0002998531353858363
66,0.9019728479906917,0.5368364408046384,0.005167014558206895,0.013024033247669986,0.9381639183963731,0.9784086365453818,0.9979768274409933,0.9994556490455516,0.00028483870100691873,0.00028483870100691873
67,0.910806143402376,0.5175457826898068,0.008833295411684317,-0.01929065811483166,0.9506089159518201,0.9866053578568572,0.9983729687843673,0.9997521222464046,0.0002700600890921423,0.0002700600890921423
68,0.9023552921769972,0.5261090035679974,-0.008450851225378808,0.008563220878190614,0.9480754700208898,0.9826069572171131,0.9983235104604345,0.9995535454916369,0.0002555334598366583,0.0002555334598366583
69,0.9041401144032452,0.5170224788068216,0.001784822226247984,-0.009086524761175774,0.9427196764300636,0.9885045981607357,0.9982244874287416,0.9996999825709403,0.00024127469789628062,0.00024127469789628062
70,0.8937703511169688,0.5602552528622784,-0.010369763286276368,0.04323277405545678,0.9496644295302014,0.9672131147540983,0.9985511354023574,0.9990121929846593,0.00022729939501784516,0.00022729939501784516
71,0.9001926800913431,0.5314213018628615,0.006422328974374336,-0.02883395099941688,0.9435419351971198,0.9808076769292283,0.9980965088297853,0.9995010525578061,0.00021362283298986728,0.00021362283298986728
72,0.8816022530452094,0.5362287133554869,-0.018590427046133673,0.004807411492625424,0.9505755811369394,0.9802079168332667,0.9986069551908798,0.999501889055311,0.00020025996693212703,0.00020025996693212703
73,0.8890860377472233,0.5366365728499014,0.007483784702013829,0.00040785949441446423,0.9487088315036224,0.9793082766893243,0.9986705807454038,0.9994001798995433,0.00018722540894246681,0.00018722540894246681
74,0.8922091220844198,0.5106696878807454,0.0031230843371965467,-0.025966884969156,0.9476754522423219,0.990703718512595,0.9984157383985577,0.9998098075469516,0.0001745334121186767,0.0001745334121186767
75,0.8920875004577365,0.5240897355200369,-0.00012162162668327703,0.013420047639291499,0.9450642250766701,0.9848060775689724,0.9983935664757788,0.9995993134248055,0.00016219785497294137,0.00016219785497294137
76,0.8864481681957841,0.523252244237103,-0.005639332261952457,-0.0008374912829338665,0.9497644339748433,0.985905637744902,0.998603734697511,0.9997296302179473,0.0001502322262558908,0.0001502322262558908
77,0.8813011530702087,0.5151558420326137,-0.0051470151255753605,-0.008096402204489372,0.9509867105204676,0.9872051179528188,0.9986660712388703,0.9997432496206028,0.00013864961020685005,0.00013864961020685005
78,0.888786325358193,0.5148088882995557,0.0074851722879842875,-0.00034695373305793087,0.9494088626161162,0.9890043982407037,0.9985498853852524,0.9996735452911931,0.000127462672246414,0.000127462672246414
79,0.8923781833780761,0.5158588931530337,0.003591858019883043,0.0010500048534779483,0.9517089648428819,0.9885045981607357,0.9987853813222808,0.9997322874032074,0.00011668364512699808,0.00011668364512699808
80,0.8902434185993943,0.5156267398520361,-0.002134764778681797,-0.00023215330099757292,0.9569425307791457,0.9882047181127549,0.998865440801721,0.9995113655811859,0.00010632431555650066,0.00010632431555650066
81,0.8850466819395396,0.5207978690726848,-0.0051967366598546505,0.0051711292206486625,0.9497533223698831,0.9854058376649341,0.9987434656741185,0.9992793689286407,9.639601130971302e-05,9.639601130971302e-05
82,0.8989869737150994,0.5244738553898244,0.013940291775559777,0.0036759863171396123,0.9504755766922974,0.9848060775689724,0.9986907379475559,0.9995183019659805,8.690958884156326e-05,8.690958884156326e-05
83,0.8893013349734247,0.5217705625521986,-0.009685638741674718,-0.002703292837625826,0.9591981865860705,0.9860055977608957,0.9989699316584547,0.9994452716775835,7.787542141574188e-05,7.787542141574188e-05
84,0.8872169128365137,0.5265556871891022,-0.0020844221369109572,0.004785124636903615,0.9453753500155563,0.983406637345062,0.9985342260777562,0.9994310979062634,6.930338776169116e-05,6.930338776169116e-05
85,0.8910935786129399,0.5186635335034961,0.0038766657764262025,-0.00789215368560603,0.9493088581714743,0.9873050779688125,0.9986475089501816,0.9994694151125008,6.120286127235842e-05,6.120286127235842e-05
86,0.8898567168719389,0.5252172614954695,-0.0012368617410010163,0.0065537279919734015,0.9506644739766212,0.9840063974410236,0.9986276629894039,0.9995808237282388,5.358269975452859e-05,5.358269975452859e-05
87,0.883345175746151,0.5130576510218126,-0.00651154112578789,-0.01215961047365699,0.9566980754700208,0.9899040383846461,0.9989703717243883,0.9996019483345532,4.64512357429433e-05,4.64512357429433e-05
88,0.8864719583229586,0.5116523334497138,0.003126782576807541,-0.0014053175720987188,0.9633872616560736,0.9909036385445822,0.9990744021729255,0.9994832089521152,3.981626738879627e-05,3.981626738879627e-05
89,0.8919877995821562,0.5146675653095487,0.005515841259197685,0.003015231859834877,0.9520200897817681,0.9890043982407037,0.9988786515632082,0.9994214890450822,3.3685049932569154e-05,3.3685049932569154e-05
90,0.8803889340382408,0.5186258720446236,-0.011598865543915426,0.003958306735074912,0.9556869194186408,0.9884046381447421,0.9990089092814838,0.9993334638591718,2.806428777053277e-05,2.806428777053277e-05
91,0.8787912284870717,0.5149164784558212,-0.0015977055511691152,-0.003709393588802401,0.9627205653584604,0.9896041583366654,0.9992224593242219,0.9994507687978926,2.296012712358817e-05,2.296012712358817e-05
92,0.8806222430007025,0.5171524486209773,0.0018310145136307687,0.002235970165156087,0.9537201653406818,0.9890043982407037,0.9989496314167289,0.9994390328797927,1.8378149316464188e-05,1.8378149316464188e-05
93,0.879228668414395,0.5167271453368513,-0.001393574586307511,-0.000425303284126044,0.9571980976932308,0.9886045581767293,0.9990091790910767,0.9994504988062582,1.4323364674620821e-05,1.4323364674620821e-05
94,0.8743572984398766,0.5146928108945678,-0.004871369974518314,-0.002034334442283514,0.9575647806569181,0.9889044382247101,0.9990455842837862,0.9994317420189525,1.0800207045532559e-05,1.0800207045532559e-05
95,0.8895079984160309,0.5164647962473616,0.015150699976154258,0.0017719853527938811,0.9519756433619272,0.9882047181127549,0.998767827618684,0.9994686441101197,7.81252895034017e-06,7.81252895034017e-06
96,0.8765326617708937,0.5149692579915252,-0.01297533664513717,-0.0014955382558364816,0.9550091115160674,0.9891043582566973,0.9989979358653114,0.9994620349397406,5.363597371175886e-06,5.363597371175886e-06
97,0.8856206958774816,0.5141490328161022,0.009088034106587872,-0.0008202251754229062,0.9537757233654829,0.9898040783686526,0.9988578846084845,0.9995108771832972,3.4560901787668913e-06,3.4560901787668913e-06
98,0.8872680058279498,0.5150807330125495,0.0016473099504682454,0.0009317001964472826,0.9613982843681942,0.9893042782886845,0.9991091418706345,0.999501982684698,2.0920932042221854e-06,2.0920932042221854e-06
99,0.8847330170683563,0.5156889237180541,-0.0025349887595935705,0.0006081907055045521,0.9593870838703943,0.9891043582566973,0.999108301873497,0.9994908268235019,1.273097958207454e-06,1.273097958207454e-06
100,0.8764230329120024,0.5151013780998278,-0.008309984156353867,-0.0005875456182262706,0.9503311258278145,0.9891043582566973,0.9987534956467393,0.9994982400532358,1e-06,1e-06
