epoch,train_loss,val_loss,train_delta,val_delta,train_acc,val_acc,train_auc,val_auc,predictor_lr,encoder_lr
1,1.3997383863580497,0.8080737326718583,0.0,0.0,0.7226876750077781,0.8746501399440224,0.9509987554525914,0.9951925824368257,0.00027999999999999905,0.00027999999999999905
2,1.188720016316934,0.7139747640754603,-0.21101837004111568,-0.09409896859639799,0.8323147695453131,0.9076369452219112,0.9818697839995308,0.9967451816353363,0.0004599999999999963,0.0004599999999999963
3,1.1266617482020096,0.6255993865713289,-0.06205826811492443,-0.08837537750413149,0.8506378061247166,0.9447221111555378,0.9860728781428644,0.9981806160298924,0.0006399999999999981,0.0006399999999999981
4,1.0915297140282663,0.6058350899551488,-0.03513203417374333,-0.019764296616180066,0.8628716831859193,0.9560175929628149,0.9879783109599573,0.9986105638792672,0.0008200000000000028,0.0008200000000000028
5,1.077688779681921,0.6310067923763131,-0.013840934346345257,0.025171702421164288,0.8665718476376728,0.9387245101959216,0.9883552091284851,0.9978726843224083,0.001,0.001
6,1.07415212910961,0.6787464573413511,-0.0035366505723108954,0.04773966496503801,0.8611716076270056,0.9206317473010796,0.9881716724583627,0.9965264700489942,0.0009997269020417903,0.0009997269020417903
7,1.0419717335396192,0.6572475969036923,-0.03218039556999086,-0.021498860437658807,0.8717498555491355,0.9329268292682927,0.9900267902928707,0.9978722062012501,0.0009989079067957776,0.0009989079067957776
8,1.0365635592659765,0.6918313450451139,-0.005408174273642707,0.03458374814142162,0.881805858038135,0.9095361855257896,0.9908004229704276,0.9966748747275117,0.000997543909821234,0.000997543909821234
9,1.018569453534755,0.6295215789275833,-0.01799410573122162,-0.062309766117530585,0.8923507711453842,0.9390243902439024,0.9925158711680253,0.9975635755355844,0.0009956364026288253,0.0009956364026288253
10,1.0257620718330145,0.61410016651395,0.007192618298259568,-0.015421412413633262,0.8829725765589582,0.9482207117153139,0.9917987609143913,0.9980923373718471,0.0009931874710496578,0.0009931874710496578
11,0.9985215185548771,0.6754339239265346,-0.027240553278137347,0.06133375741258451,0.8975510022667674,0.9234306277489004,0.9931538212896309,0.9943357658254263,0.0009901997929544627,0.0009901997929544627
12,0.999850851229646,0.6129956245422363,0.0013293326747688683,-0.062438299384298235,0.8968843059691541,0.9492203118752499,0.9931310779932728,0.9979454704959154,0.000986676635325374,0.000986676635325374
13,0.9881878167560155,0.5830307285996932,-0.011663034473630485,-0.029964895942543146,0.8993177474554425,0.9591163534586166,0.9937804907094446,0.9984077482445736,0.000982621850683529,0.000982621850683529
14,0.9837084376168522,0.5966789843160895,-0.0044793791391632976,0.013648255716396274,0.902162318325259,0.9545181927229108,0.9939367709872832,0.9983491130353812,0.0009780398728764048,0.0009780398728764048
15,0.9849563775245439,0.5612985438938383,0.0012479399076916753,-0.03538044042225119,0.9014289523978843,0.9721111555377849,0.993940019750688,0.9990924754462299,0.00097293571222945,0.00097293571222945
16,0.9805867622860454,0.5413524146321453,-0.004369615238498548,-0.019946129261692924,0.9097848793279701,0.9793082766893243,0.9947186441127661,0.999499260153524,0.0009673149500674138,0.0009673149500674138
17,0.9796850270676342,0.5509503921375999,-0.0009017352184111926,0.009597977505454547,0.9052402328992399,0.9747101159536186,0.9942539156985428,0.9992340131458128,0.0009611837326111868,0.0009611837326111868
18,0.9607154936106368,0.560540345650685,-0.018969533456997367,0.009589953513085114,0.9146406506955864,0.9684126349460216,0.9950841605297333,0.9993184069558096,0.0009545487642570427,0.0009545487642570427
19,0.9617567133497108,0.6168666708318493,0.0010412197390740063,0.056326325181164316,0.9142517445219788,0.9446221511395442,0.9952117527628346,0.9978120732774252,0.0009474173002454561,0.0009474173002454561
20,0.9748764775524085,0.6110241496110265,0.01311976420269767,-0.005842521220822849,0.9048291035157118,0.9468212714914035,0.9943517149793922,0.9984458169592144,0.0009397971387276278,0.0009397971387276278
21,0.9608221733095971,0.5413769166680831,-0.0140543042428114,-0.0696472329429434,0.9074514422863238,0.9787085165933627,0.9948557584942953,0.9994482420583984,0.0009316966122382955,0.0009316966122382955
22,0.9565010841258548,0.5559296638150758,-0.004321089183742299,0.014552747146992728,0.9239188408373705,0.9742103158736506,0.9958693091492081,0.9995095932333469,0.0009231245785842442,0.0009231245785842442
23,0.9691762686283751,0.5439912541003167,0.012675184502520365,-0.011938409714759124,0.9122849904440198,0.9762095161935226,0.9951394331282586,0.9994531911849529,0.0009140904111584241,0.0009140904111584241
24,0.9590543853965673,0.5538335721704024,-0.010121883231807849,0.009842318070085732,0.9198186586070493,0.9716113554578168,0.9955251931541742,0.9992799034457496,0.0009046039886902745,0.0009046039886902745
25,0.9462842679667202,0.5453268613996385,-0.012770117429847128,-0.008506710770763926,0.9287523889950664,0.9802079168332667,0.9962971918751476,0.9996697774745087,0.0008946756844434851,0.0008946756844434851
26,0.9508889996531334,0.5499110161503659,0.004604731686413288,0.004584154750727376,0.9167518556380284,0.9808076769292283,0.9954567072227655,0.9996401136737377,0.0008843163548729866,0.0008843163548729866
27,0.9509758560664274,0.5482073192354999,8.685641329397864e-05,-0.0017036969148659376,0.9169296413173919,0.9759096361455418,0.9956505195798009,0.999528191124879,0.0008735373277535689,0.0008735373277535689
28,0.9487834629518065,0.5445218297499644,-0.0021923931146209386,-0.003685489485535487,0.9260300457798124,0.9773090763694522,0.9960589183333189,0.9994080626703679,0.0008623503897931325,0.0008623503897931325
29,0.9403234861621802,0.5577376884750173,-0.008459976789626289,0.01321585872505282,0.9189075070003111,0.9701119552179128,0.9960472590507086,0.9992793286238493,0.0008507677737440923,0.0008507677737440923
30,0.941869448447092,0.5286429637595068,0.0015459622849117727,-0.029094724715510445,0.9237855015778479,0.9858056777289085,0.9963377627844905,0.9997336039678384,0.0008388021450270422,0.0008388021450270422
31,0.9445104543119669,0.5499605483646635,0.0026410058648749235,0.021317584605156648,0.9244521978754612,0.9742103158736506,0.9963252848952274,0.9994765970295332,0.0008264665878813085,0.0008264665878813085
32,0.9403057023036209,0.5593566751178307,-0.004204752008346024,0.009396126753167255,0.92943019689764,0.9685125949620151,0.9965648165180045,0.9994432324567417,0.0008137745910575198,0.0008137745910575198
33,0.9326284913007509,0.589468310150919,-0.007677211002869999,0.030111635033088335,0.9282745899817769,0.953718512594962,0.9968211281562651,0.9985872097560657,0.0008007400330678594,0.0008007400330678594
34,0.9339097674766724,0.5474746853490419,0.001281276175921553,-0.04199362480187718,0.9353637939463976,0.9737105157936825,0.9968860531985122,0.9994979640472024,0.0007873771670101197,0.0007873771670101197
35,0.9321035951883956,0.5440666562394251,-0.0018061722882768416,-0.0034080291096167947,0.9221298724387751,0.9764094362255098,0.9962271089972895,0.9995435339319391,0.0007737006049821402,0.0007737006049821402
36,0.9405070036988367,0.5767007734202132,0.00840340851044108,0.032634117180788125,0.9208409262633895,0.961515393842463,0.9962027064897099,0.9989089904758833,0.0007597253021037044,0.0007597253021037044
