epoch,train_loss,val_loss,train_delta,val_delta,train_acc,val_acc,train_auc,val_auc,predictor_lr
1,2.178691924295642,2.1479593098163603,0.0,0.0,0.16414062847237654,0.2390043982407037,0.6281063383941,0.8402377904945428,3.9999999999999996e-05
2,2.097762628035112,2.048561638593674,-0.08092929626053014,-0.0993976712226865,0.3920729810213787,0.5158936425429828,0.8900613144049877,0.9390179748438088,6.999999999999993e-05
3,1.9732716354456814,1.9146162033081056,-0.12449099258943042,-0.13394543528556824,0.5649028845726477,0.622750899640144,0.9462329234251359,0.9532056984979,0.0001
4,1.8266801857812838,1.7796478152275086,-0.14659144966439763,-0.13496838808059697,0.6706964753989066,0.7077169132347061,0.9585313360325216,0.9614166248058998,9.997404066775285e-05
5,1.695087975060398,1.6645427376031876,-0.13159221072088578,-0.11510507762432098,0.7544779767989689,0.7780887644942023,0.9654875922009142,0.9670545731467184,9.989618989876661e-05
6,1.582552713088014,1.5651825547218323,-0.11253526197238406,-0.09936018288135529,0.8051802302324548,0.8237704918032787,0.9704956916364131,0.9715141133112627,9.976652934774728e-05
7,1.4855327589268035,1.4785035103559494,-0.09701995416121045,-0.08667904436588292,0.8411596070936486,0.8486605357856857,0.9742013366344037,0.9752032585662719,9.958519501070808e-05
8,1.4008107852529397,1.4021108627319336,-0.0847219736738638,-0.07639264762401576,0.8611160496022046,0.8644542183126749,0.9774683832162564,0.9783338696767115,9.935237708232756e-05
9,1.3267032693732868,1.3341914296150208,-0.07410751587965292,-0.06791943311691284,0.874094404195742,0.8755497800879648,0.9801154049137636,0.9809867640141327,9.906831975646277e-05
10,1.261809565126896,1.2738261222839355,-0.06489370424639085,-0.06036530733108525,0.8838503933508156,0.8842463014794082,0.9824324989500673,0.9832697794476688,9.873332097002275e-05
11,1.2038429423489354,1.219652009010315,-0.0579666227779605,-0.05417411327362065,0.8901840081781413,0.8932427029188325,0.9841131471360465,0.9852256648110532,9.834773209047419e-05
12,1.1525451317429543,1.1712549835443498,-0.05129781060598115,-0.04839702546596514,0.8961842748566603,0.8975409836065574,0.985767329585606,0.9868759674555212,9.791195754730533e-05
13,1.1062644317068837,1.1276078969240189,-0.04628070003607054,-0.0436470866203309,0.9002288990621805,0.9040383846461415,0.9873645011822689,0.9883022296304167,9.74264544078354e-05
14,1.0657066057690165,1.087842372059822,-0.040557825937867165,-0.03976552486419682,0.9056735854926886,0.9072371051579369,0.9885884310543313,0.9895269000911304,9.689173189781402e-05
15,1.0293947397307917,1.0523347705602646,-0.036311866038224894,-0.03550760149955745,0.9093070803146807,0.911235505797681,0.9895000930546567,0.990592143839362,9.630835086731391e-05
16,0.9957934565503489,1.0193260133266449,-0.033601283180442754,-0.033008757233619734,0.912651673407707,0.9148340663734507,0.9904636184117186,0.9915456141464257,9.567692320247625e-05
17,0.9660966944965449,0.9904606193304062,-0.029696762053804004,-0.028865393996238664,0.9156962531668074,0.9174330267892843,0.9913014985051485,0.9923450605634697,9.4998111183727e-05
18,0.939723356034268,0.9635688915848732,-0.026373338462276852,-0.026891727745532945,0.9181408062580559,0.9202319072371051,0.9919612033010866,0.9930345429308893,9.427262679113594e-05
19,0.9158886268057607,0.9389667391777039,-0.02383472922850738,-0.024602152407169342,0.9204853549046624,0.924030387844862,0.9925605024088071,0.9936819635522475,9.350123095764832e-05
20,0.8945730052549731,0.9165661811828614,-0.02131562155078759,-0.02240055799484253,0.9227410107115872,0.9264294282287086,0.9929316285075226,0.9942444050040363,9.268473277097031e-05
21,0.8744386156851595,0.896444882452488,-0.020134389569813615,-0.020121298730373383,0.9260300457798124,0.9281287485005998,0.9934917669444141,0.9947263258563511,9.18239886249488e-05
22,0.8564305661076849,0.8783047661185265,-0.018008049577474594,-0.01814011633396151,0.9278523489932886,0.9309276289484206,0.9938979669975576,0.9951579070404752,9.09199013213318e-05
23,0.8402103771540251,0.8613073945045471,-0.01622018895365973,-0.016997371613979406,0.9305635806035824,0.9343262694922031,0.9943152126861532,0.9955478075250929,8.997341912285438e-05
24,0.8261279731311582,0.8461051270365715,-0.014082404022866979,-0.015202267467975594,0.9327525667807458,0.9370251899240304,0.9946190916789539,0.9958843800309379,8.898553475864235e-05
25,0.8134517889808525,0.8315392106771469,-0.012676184150305692,-0.014565916359424613,0.9336081603626828,0.939624150339864,0.9948215137848234,0.9961907047152005,8.795728438297576e-05
26,0.8000757455487143,0.8187610685825348,-0.013376043432138163,-0.012778142094612033,0.9356082492555224,0.9416233506597361,0.9952172896510157,0.9964666788943212,8.688974648850607e-05
27,0.7893801079216328,0.8063143134117127,-0.010695637627081478,-0.012446755170822166,0.9366860749366639,0.943922431027589,0.9954517253270533,0.9967146251505183,8.578404077506775e-05
28,0.77973002161492,0.7947292760014534,-0.009650086306712824,-0.011585037410259291,0.9393528601271167,0.9462215113954419,0.995567124591803,0.9969351997041134,8.464132697526578e-05
29,0.7700834653594277,0.7851826563477516,-0.009646556255492267,-0.009546619653701738,0.9397862127205654,0.946921231507397,0.9957880866370695,0.9971328649705389,8.346280363807771e-05
30,0.7616199807009914,0.7756206631660462,-0.008463484658436382,-0.009561993181705475,0.9417751900084448,0.9488204718112755,0.995954871481896,0.9973043182909556,8.224970687174083e-05
31,0.7537406384944916,0.7670969560742378,-0.007879342206499773,-0.008523707091808386,0.9431308058135918,0.9504198320671732,0.9961468380467591,0.9974550703792315,8.100330904724528e-05
32,0.7463764627887444,0.7595736116170884,-0.007364175705747211,-0.007523344457149417,0.9443753055691364,0.9509196321471411,0.9963295089917708,0.9975927956003522,7.972491746379248e-05
33,0.7402611794796857,0.7526678621768952,-0.006115283309058639,-0.006905749440193176,0.9443641939641761,0.9518192722910835,0.9963739219719352,0.99771685427101,7.841587297761924e-05
34,0.734466216950254,0.7447722211480141,-0.00579496252943168,-0.007895641028881073,0.9463087248322147,0.9529188324670131,0.9965293696573188,0.9978247360266889,7.707754859562416e-05
35,0.7282201871275902,0.7392238721251487,-0.006246029822663868,-0.005548349022865384,0.9467865238455042,0.9534186325469812,0.9966603398013392,0.9979279835665429,7.571134803527312e-05
36,0.7241651090708646,0.7331485256552697,-0.004055078056725558,-0.006075346469879062,0.9471198719943109,0.9549180327868853,0.9966944946754318,0.9980180291804882,7.431870425229426e-05
37,0.7173734297129241,0.7274107486009598,-0.006791679357940561,-0.005737777054309889,0.9491532957020312,0.9561175529788085,0.9968827932424822,0.9981014311646859,7.290107793770403e-05
38,0.7137498940256509,0.722504372894764,-0.0036235356872731384,-0.004906375706195787,0.949953331259167,0.9563174730107957,0.9969186513007551,0.9981727574593448,7.145995598574516e-05
39,0.7099467434666373,0.7175868913531304,-0.0038031505590135906,-0.004917481541633628,0.951008933730388,0.9574170331867253,0.996992683978395,0.9982408132619869,6.999684993433916e-05
40,0.7053398120809685,0.7135996207594871,-0.004606931385668811,-0.003987270593643233,0.9514200631139161,0.9581167532986805,0.9971171645848672,0.9982985597086542,6.851329437969216e-05
41,0.7020547053014691,0.7093665838241577,-0.003285106779499447,-0.004233036935329393,0.9518867505222455,0.9594162335065973,0.9970919624311034,0.9983522216102718,6.701084536671542e-05
42,0.6984763282605193,0.7055797472596168,-0.003578377040949765,-0.0037868365645409297,0.9529979110182675,0.9596161535385845,0.9971650269624023,0.9983987616913679,6.54910787569485e-05
43,0.6958416744389317,0.7018648684024811,-0.0026346538215875626,-0.0037148788571357283,0.9534645984265967,0.9602159136345462,0.9972688215478102,0.9984425541431333,6.395558857569889e-05
44,0.6920674021609805,0.6986611381173133,-0.0037742722779512405,-0.0032037302851677385,0.9536534957109205,0.9609156337465014,0.9973892307574092,0.9984820800583747,6.240598534012943e-05
45,0.6904288572682575,0.6958657056093216,-0.0016385448927229707,-0.0027954325079917464,0.9533423707720343,0.9613154738104758,0.9973361351034852,0.9985181684312165,6.0843894370048636e-05
46,0.6878679677505385,0.6925772294402123,-0.002560889517719045,-0.0032884761691093223,0.9541979643539713,0.9619152339064374,0.9973331331674211,0.9985524473132013,5.927095408317198e-05
47,0.6849258611486717,0.6898729234933854,-0.0029421066018667785,-0.0027043059468269126,0.9553757944797546,0.9626149540183926,0.9974590847578315,0.9985804977677214,5.768881427665216e-05
48,0.6822946980934251,0.6872157394886017,-0.002631163055246577,-0.0026571840047836526,0.9565980710253789,0.9626149540183926,0.9974763490563399,0.9986114713764829,5.609913439666693e-05
49,0.6801435605368831,0.6849921852350235,-0.00215113755654206,-0.0022235542535782304,0.9565314013956175,0.9632147141143542,0.9976065173867189,0.998639612805938,5.450358179788985e-05
50,0.6781352126801555,0.68259347230196,-0.0020083478567275437,-0.002398712933063485,0.9570980932485889,0.9633146741303479,0.9975834715410757,0.9986602908077913,5.29038299946655e-05
51,0.6771497103300962,0.6806276127696037,-0.0009855023500593418,-0.0019658595323562844,0.9571203164585093,0.9634146341463414,0.9975483342224831,0.998683488374303,5.130155690572404e-05
52,0.6758745671673254,0.6783953174948693,-0.0012751431627707754,-0.0022322952747344527,0.9565314013956175,0.9639144342263095,0.997584942149342,0.9987043967366335,4.9698443094276444e-05
53,0.6741937627507881,0.6768047511577606,-0.0016808044165372849,-0.0015905663371086343,0.9573203253477932,0.9641143542582967,0.9976201782114502,0.9987234822609277,4.809617000533509e-05
