epoch,train_loss,val_loss,train_delta,val_delta,train_acc,val_acc,train_auc,val_auc,predictor_lr
1,1.1150048742578789,0.717591866850853,0.0,0.0,0.7405106893639717,0.9166333466613354,0.9573042413290875,0.9968045496544734,3.9999999999999996e-05
2,0.7637087242169813,0.6215990841388702,-0.35129615004089754,-0.09599278271198275,0.8961620516467399,0.9697121151539384,0.9913605536814187,0.9986983907267448,6.999999999999993e-05
3,0.7017703926698728,0.6033227115869522,-0.06193833154710848,-0.018276372551918052,0.9230076892306325,0.9748100759696121,0.9944334393981173,0.9988714116003775,0.0001
4,0.6665175504643809,0.5821944504976273,-0.03525284220549196,-0.021128261089324862,0.9366527401217832,0.9802079168332667,0.9959565917478348,0.999276839317054,9.997404066775285e-05
5,0.643860836090012,0.5750892370939255,-0.02265671437436889,-0.007105213403701849,0.9456198053246812,0.9783086765293882,0.9968370062754377,0.9993352814665101,9.989618989876661e-05
6,0.6268150112168356,0.5595998376607895,-0.017045824873176407,-0.015489399433135986,0.9523312147206543,0.9836065573770492,0.9973582597760904,0.9995522210542696,9.976652934774728e-05
7,0.613503863019022,0.5558412149548531,-0.013311148197813538,-0.0037586227059364097,0.9571314280634695,0.983406637345062,0.9978936537166371,0.9995750969891657,9.958519501070808e-05
8,0.6031817082654346,0.5476910576224328,-0.010322154753587442,-0.008150157332420305,0.9603426818969732,0.9853058776489404,0.9982105865663199,0.9996251527306037,9.935237708232756e-05
9,0.5957176883450963,0.5378740027546882,-0.007464019920338294,-0.009817054867744535,0.9628650162229433,0.9877049180327869,0.9984278696927196,0.9996865407642955,9.906831975646277e-05
10,0.5886123757809401,0.5383483946323395,-0.007105312564156252,0.0004743918776513034,0.9657429219076403,0.9877049180327869,0.9986087706917248,0.9996034752588044,9.873332097002275e-05
11,0.5843276444145225,0.5372239932417869,-0.0042847313664176045,-0.0011244013905525874,0.9665874038846171,0.987405037984806,0.9987431697389658,0.9996284364961893,9.834773209047419e-05
12,0.5782694234089418,0.5420503646135331,-0.006058221005580622,0.00482637137174613,0.9694764211742745,0.9856057576969213,0.9988810895891476,0.999645035031332,9.791195754730533e-05
13,0.5753384811634367,0.5352925881743431,-0.0029309422455051637,-0.006757776439189955,0.9697430996933197,0.9876049580167933,0.9989203060724114,0.9996840571586492,9.74264544078354e-05
14,0.5694725181568753,0.5410959228873253,-0.005865963006561392,0.005803334712982222,0.9723321036490511,0.984406237504998,0.9990560036015113,0.9997242399126005,9.689173189781402e-05
15,0.5665227867324244,0.5350724622607231,-0.0029497314244508743,-0.006023460626602195,0.973432152540113,0.9876049580167933,0.9991507148769225,0.9997413382859999,9.630835086731391e-05
16,0.5634048855440184,0.5270608186721801,-0.003117901188406047,-0.008011643588543005,0.9749211076047825,0.990703718512595,0.9991921340304961,0.999818695008886,9.567692320247625e-05
17,0.5597086210142482,0.5265163213014603,-0.0036962645297701213,-0.0005444973707198209,0.9757211431619183,0.9908036785285885,0.9993184717316836,0.9997681882123,9.4998111183727e-05
18,0.5582894073291258,0.5279573976993561,-0.0014192136851224335,0.001441076397895813,0.9758655940264012,0.9890043982407037,0.9993460743887874,0.9998063102768868,9.427262679113594e-05
19,0.5556465595621954,0.5263236001133919,-0.0026428477669303563,-0.0016337975859642695,0.9776878972398774,0.9900039984006398,0.9993923399320376,0.9998830490843823,9.350123095764832e-05
20,0.5537093288519166,0.5332095980644226,-0.0019372307102788477,0.006885997951030731,0.9781545846482066,0.9861055577768892,0.9993448036255863,0.9997750064393115,9.268473277097031e-05
21,0.55112216333774,0.5313977196812629,-0.0025871655141765926,-0.0018118783831596597,0.9784657095870928,0.98640543782487,0.9994364141746855,0.9998705733650364,9.18239886249488e-05
22,0.5500408656556498,0.5216917484998703,-0.0010812976820901987,-0.009705971181392603,0.9788657273656607,0.9909036385445822,0.9994484980752146,0.9998953738718424,9.09199013213318e-05
23,0.5480380803346634,0.5267104595899582,-0.002002785320986411,0.005018711090087891,0.9802435663807281,0.9894042383046782,0.9994896364369377,0.9999033669591318,8.997341912285438e-05
24,0.5454457608813589,0.5245095953345299,-0.0025923194533045146,-0.002200864255428314,0.9809102626783412,0.9897041183526589,0.9995379185965884,0.9998195873528043,8.898553475864235e-05
25,0.5432315858250315,0.5191499650478363,-0.002214175056327372,-0.005359630286693617,0.9813436152717898,0.9921031587365055,0.999618048155534,0.9998351943571855,8.795728438297576e-05
26,0.5424405592070385,0.5187288776040078,-0.0007910266179930181,-0.00042108744382851615,0.9818214142850793,0.9931027588964414,0.9995254712544733,0.9999016931712931,8.688974648850607e-05
27,0.5409285258501768,0.5227481707930565,-0.001512033356861675,0.0040192931890487005,0.9824992221876527,0.9899040383846461,0.9996276121657517,0.9998779965335779,8.578404077506775e-05
28,0.5390060748904943,0.5185962587594986,-0.0019224509596824646,-0.004151912033557914,0.9833103693497489,0.9914034386245502,0.9996635590279427,0.9998575903257735,8.464132697526578e-05
29,0.5388284845446999,0.5177377164363861,-0.00017759034579445387,-0.0008585423231124434,0.983465931819192,0.9923030787684926,0.9996512657743963,0.9998143387483187,8.346280363807771e-05
30,0.5379619349471547,0.5187753871083259,-0.0008665495975451742,0.0010376706719398276,0.9836214942886351,0.9913034786085566,0.9996732184855818,0.9999091491083932,8.224970687174083e-05
31,0.5360986404120922,0.5171901315450669,-0.0018632945350625096,-0.0015852555632590581,0.9845437575003333,0.9915033986405438,0.999654362583009,0.9999046042860726,8.100330904724528e-05
32,0.5361552179198373,0.5172673776745796,5.657750774512582e-05,7.724612951276466e-05,0.9841104049068847,0.992203118752499,0.9996726038235393,0.9999146054447657,7.972491746379248e-05
33,0.5349746180528944,0.5204621866345406,-0.0011805998669429663,0.0031948089599609375,0.9847215431796968,0.9914034386245502,0.9996501139052,0.9999069097643791,7.841587297761924e-05
34,0.5334034353833307,0.5180548906326294,-0.0015711826695636866,-0.002407296001911141,0.9856104715765145,0.992203118752499,0.9997090458505143,0.9998978763612606,7.707754859562416e-05
35,0.5323068624870344,0.5180220156908035,-0.0010965728962962773,-3.287494182591111e-05,0.9859438197253211,0.9921031587365055,0.9997135400672073,0.9998632157216443,7.571134803527312e-05
36,0.5311890098858963,0.518777884542942,-0.0011178526011380585,0.0007558688521385193,0.9861771634294858,0.991703318672531,0.9997317450947261,0.9998642529212147,7.431870425229426e-05
37,0.5311770703304898,0.515012152493,-1.1939555406570435e-05,-0.0037657320499420166,0.9859660429352416,0.9925029988004798,0.9997556264674792,0.999924212324,7.290107793770403e-05
38,0.5293353699486364,0.5146236851811409,-0.001841700381853384,-0.00038846731185915306,0.9869105293568603,0.9924030387844862,0.9997569544828457,0.9999163176260589,7.145995598574516e-05
39,0.5278378462588246,0.5153090268373489,-0.0014975236898118194,0.0006853416562080383,0.9879105738032802,0.9928028788484606,0.9997852350007981,0.999865665323945,6.999684993433916e-05
40,0.5279664654623378,0.5142938055098056,0.00012861920351325828,-0.0010152213275432809,0.9874216631850304,0.9928028788484606,0.9997965224786254,0.9999105314383436,6.851329437969216e-05
41,0.5278661574491046,0.5143987856805324,-0.00010030801323324123,0.00010498017072679833,0.9873772167651895,0.9931027588964414,0.9997735089081051,0.9999373919693595,6.701084536671542e-05
42,0.5267855191433971,0.5132828876376152,-0.001080638305707482,-0.0011158980429172294,0.9875216676296724,0.9928028788484606,0.9997635077641969,0.9998693221521905,6.54910787569485e-05
43,0.5258946875956926,0.5123785540461541,-0.0008908315477045292,-0.0009043335914611372,0.9880883594826436,0.9934026389444223,0.9998058933895945,0.9999309787040112,6.395558857569889e-05
44,0.5249786595390602,0.5111221343278884,-0.0009160280566323786,-0.0012564197182656223,0.9884772656562514,0.9934026389444223,0.9997993526595569,0.9999498405327331,6.240598534012943e-05
45,0.5253449515862898,0.5121709004044532,0.0003662920472295994,0.0010487660765647888,0.988610604915774,0.9938024790083967,0.9998199145788943,0.9999524909631516,6.0843894370048636e-05
46,0.5246491271325133,0.5113815933465957,-0.0006958244537764724,-0.0007893070578575134,0.9889328414596205,0.9934026389444223,0.9997986656768347,0.9999357632750387,5.927095408317198e-05
47,0.5226039991460063,0.5141732662916183,-0.0020451279865070227,0.002791672945022583,0.9892217431885861,0.9925029988004798,0.9998597886091546,0.9999609905809973,5.768881427665216e-05
48,0.5234417950903828,0.5119769528508187,0.000837795944376496,-0.0021963134407996243,0.9886772745455353,0.9939024390243902,0.999857909981726,0.9999517352049195,5.609913439666693e-05
49,0.5222824754362757,0.509653241187334,-0.0011593196541070938,-0.002323711663484662,0.9896106493621939,0.9943022790883647,0.9998363891803904,0.9999631645148719,5.450358179788985e-05
50,0.5222166891802441,0.510017304122448,-6.578625603159693e-05,0.00036406293511392906,0.9892550780034668,0.9941023590563774,0.9998387786833948,0.9999635176720258,5.29038299946655e-05
