epoch,train_loss,val_loss,test_loss,train_delta,val_delta,test_delta,predictor_lr,val_acc,test_acc,val_auc,test_auc
1,1.3837635534053498,0.7893091455101967,0.8016099128229864,0.0,0.0,0.0,3.9999999999999996e-05,0.9025389844062375,0.8860724233983287,0.9926750705442378,0.9869264771465269
2,0.9630120276388797,0.7125168904662132,0.7529924265269575,-0.4207515257664701,-0.07679225504398346,-0.04861748629602891,6.999999999999993e-05,0.9335265893642543,0.9082172701949861,0.9960196789546971,0.988795955389183
3,0.8634233203801241,0.6674121856689453,0.7532957504535543,-0.09958870725875557,-0.045104704797267914,0.0003033239265968213,0.0001,0.9535185925629748,0.9143454038997214,0.9974452971417089,0.9886264302260989
4,0.8067065316506408,0.6384327694773674,0.7187843836587051,-0.05671678872948338,-0.028979416191577956,-0.03451136679484923,9.997404066775285e-05,0.9619152339064374,0.9250696378830083,0.9979090508704639,0.9904467753327533
5,0.7637362605468794,0.6206109300255775,0.7237016065367337,-0.04297027110376139,-0.017821839451789834,0.004917222878028538,9.989618989876661e-05,0.9657137145141943,0.922841225626741,0.9981176059613686,0.9874714876986666
6,0.7358138932084496,0.6029511734843254,0.6917828979163334,-0.027922367338429788,-0.01765975654125218,-0.03191870862040025,9.976652934774728e-05,0.9721111555377849,0.9350974930362117,0.9985172352208783,0.9905859289715683
7,0.7141719216650183,0.5918992310762405,0.6862826244584446,-0.021641971543431282,-0.011051942408084825,-0.005500273457888838,9.958519501070808e-05,0.9733106757297081,0.936908077994429,0.9986192053487266,0.9920359275406084
8,0.6973727795888077,0.5854177713394165,0.6736634024258318,-0.016799142076210583,-0.0064814597368240134,-0.012619222032612787,9.935237708232756e-05,0.9754098360655737,0.9371866295264624,0.9987054950495001,0.99241930108824
9,0.6843322527340867,0.5856385201215744,0.7056584214342052,-0.013040526854721013,0.00022074878215783134,0.031995019008373426,9.906831975646277e-05,0.9755097960815674,0.9289693593314763,0.9990459762927488,0.988905088667966
10,0.6744474240324714,0.5889849096536637,0.7113971237478585,-0.009884828701615334,0.003346389532089322,0.0057387023136532544,9.873332097002275e-05,0.9741103558576569,0.9309192200557103,0.9989408574307542,0.9870005921422342
11,0.6641052766618404,0.5778334647417068,0.6882216519322889,-0.010342147370630994,-0.011151444911956854,-0.02317547181556956,9.834773209047419e-05,0.9767093162734906,0.935933147632312,0.9991290077446321,0.9902396650016103
12,0.6553222604773261,0.5694243684411049,0.6664544158968432,-0.00878301618451427,-0.008409096300601937,-0.021767236035445725,9.791195754730533e-05,0.9783086765293882,0.9396935933147632,0.9991277253388213,0.9905389641762883
13,0.6485246802595529,0.5660010248422622,0.6548332263683451,-0.006797580217773214,-0.0034233435988426653,-0.01162118952849811,9.74264544078354e-05,0.9803078768492604,0.943732590529248,0.9991262331783433,0.994351414655609
14,0.6405387693508104,0.5598912298679352,0.6573256953009243,-0.007985910908742455,-0.006109794974327065,0.0024924689325792615,9.689173189781402e-05,0.9817073170731707,0.9433147632311978,0.9991872403820786,0.991752256501325
15,0.6344312180510976,0.5578731164336205,0.6690892022231529,-0.0061075512997128545,-0.0020181134343146834,0.011763506922228606,9.630835086731391e-05,0.9820071971211516,0.9373259052924791,0.9992392829564744,0.989572021746556
16,0.6310145641592416,0.558490289747715,0.6754886035261483,-0.0034166538918559697,0.000617173314094499,0.006399401302995322,9.567692320247625e-05,0.9820071971211516,0.9394150417827298,0.999244483886979,0.9899625724165015
17,0.626701320944862,0.5570510894060134,0.6611395930421764,-0.004313243214379647,-0.0014392003417015298,-0.014349010483971858,9.4998111183727e-05,0.982906837265094,0.9409470752089136,0.9993200746030068,0.9893273517282444
18,0.6210962644016201,0.5543661370873452,0.6684540510177612,-0.0056050565432418376,-0.0026849523186682767,0.007314457975584832,9.427262679113594e-05,0.9830067972810875,0.9374651810584959,0.9993179184682831,0.9901925984803843
19,0.6174897751347586,0.5521889984607696,0.6568479805157103,-0.003606489266861579,-0.0021771386265755366,-0.01160607050205098,9.350123095764832e-05,0.9828068772491003,0.9409470752089136,0.9992474655898081,0.9904757989212555
20,0.6138394535942511,0.5494704291224479,0.6580297926376606,-0.003650321540507484,-0.002718569338321708,0.001181812121950343,9.268473277097031e-05,0.98390643742503,0.9392757660167131,0.999490078601924,0.9908056126223066
21,0.6108428945934231,0.5488876476883888,0.6640345639195936,-0.0029965590008279586,-0.0005827814340590987,0.006004771281932997,9.18239886249488e-05,0.983406637345062,0.9380222841225627,0.9994261295398097,0.9907782154931167
22,0.6050670751455155,0.5456967309117318,0.6636136379735224,-0.005775819447907615,-0.00319091677665706,-0.0004209259460712378,9.09199013213318e-05,0.9848060775689724,0.9387186629526463,0.9993603241820826,0.988947945125164
23,0.6031345279717987,0.5451216995716095,0.6566041111946106,-0.0019325471737168254,-0.0005750313401222673,-0.007009526778911757,8.997341912285438e-05,0.9853058776489404,0.9402506963788301,0.9993431175727502,0.9912110927236389
24,0.6008965984325517,0.540112490952015,0.6571691529504184,-0.0022379295392469523,-0.0050092086195945296,0.0005650417558078491,8.898553475864235e-05,0.9861055577768892,0.9409470752089136,0.9994718664705423,0.98762608628855
25,0.5983541665429418,0.5412396654486656,0.6406622426263218,-0.0025424318896098974,0.0011271744966506736,-0.01650691032409668,8.795728438297576e-05,0.9856057576969213,0.9423398328690807,0.9992986899626671,0.9941682385397912
26,0.5968413122675635,0.5405511274933815,0.6562544271863741,-0.0015128542753782837,-0.0006885379552841187,0.015592184560052291,8.688974648850607e-05,0.9875049980007997,0.9427576601671309,0.9995119536543715,0.9889606258473697
27,0.593550047244538,0.540559883415699,0.6349126573266655,-0.003291265023025569,8.755922317527087e-06,-0.021341769859708593,8.578404077506775e-05,0.9878048780487805,0.9466573816155989,0.9995321409640054,0.993203719434507
28,0.5909363114359704,0.5409166723489761,0.631393903288348,-0.0026137358085676077,0.0003567889332770635,-0.003518754038317473,8.464132697526578e-05,0.9860055977608957,0.9466573816155989,0.9993324023241337,0.9932524311226815
29,0.5881303496320139,0.5378343924880028,0.6354344898256762,-0.002805961803956425,-0.0030822798609733137,0.004040586537328195,8.346280363807771e-05,0.9869052379048381,0.9481894150417828,0.9995385263662067,0.9923504829946856
