epoch,train_loss,val_loss,test_loss,train_delta,val_delta,test_delta,predictor_lr,val_acc,test_acc,val_auc,test_auc
1,0.9032056609337981,0.5613975912332535,0.7341198736223681,0.0,0.0,0.0,1.9999999999999998e-05,0.9825069972011196,0.9059888579387186,0.9994801922717291,0.9890645035228862
2,0.5521522977135398,0.5275754556059837,0.7287240090041325,-0.35105336322025826,-0.03382213562726977,-0.005395864618235602,3.499999999999996e-05,0.9915033986405438,0.8991643454038997,0.9996535207982039,0.987724607608338
3,0.529998495158824,0.5151317834854126,0.7473343939616762,-0.022153802554715774,-0.012443672120571181,0.018610384957543746,5e-05,0.9939024390243902,0.8813370473537604,0.9998069604386622,0.9891547629650503
4,0.5183124839412895,0.5084038436412811,0.7243889631896183,-0.011686011217534542,-0.0067279398441314475,-0.022945430772057906,4.9987151441615176e-05,0.9955017992802879,0.8913649025069638,0.999937514182451,0.9895664001525244
5,0.5115783444859765,0.5038782857358456,0.7107557407740889,-0.006734139455312982,-0.004525557905435518,-0.013633222415529445,4.994861924282401e-05,0.9964014394242303,0.9012534818941504,0.9999658839249782,0.9900741935940707
6,0.5072260326282545,0.50225525572896,0.7050396060121471,-0.004352311857722002,-0.001623030006885573,-0.005716134761941771,4.988444381858219e-05,0.9974010395841664,0.9018105849582173,0.9999704604236823,0.9912053801910824
7,0.503556777045808,0.4999223783612251,0.720482534375684,-0.0036692555824464623,-0.002332877367734909,0.01544292836353689,4.9794692480047647e-05,0.9976009596161536,0.8928969359331477,0.9999735693030378,0.9895003926752
8,0.5014722926372831,0.49842852130532267,0.7121752377214103,-0.0020844844085249337,-0.0014938570559024367,-0.008307296654273655,4.967945936398052e-05,0.998000799680128,0.8981894150417827,0.9999863885716115,0.9898596777231093
9,0.49962456769902597,0.49678494930267336,0.7145338079025005,-0.0018477249382571337,-0.0016435720026493073,0.0023585701810902027,4.953886533400706e-05,0.9981007596961216,0.8966573816155989,0.9999855979642606,0.9899240250207377
10,0.49816013110632246,0.49713886752724645,0.7153195163299297,-0.0014644365927035108,0.00035391822457309097,0.0007857084274291992,4.9373057853849895e-05,0.998000799680128,0.8979108635097494,0.9999922568006165,0.9893693197152393
11,0.49698142656548455,0.49551021605730056,0.7001805654887495,-0.0011787045408379049,-0.0016286514699458965,-0.015138950841180221,4.9182210832659156e-05,0.9984006397441023,0.9032033426183844,0.9999871245421272,0.99038969043163
12,0.49618508920750837,0.49521282464265826,0.6994992186283243,-0.0007963373579761845,-0.0002973914146423007,-0.0006813468604252026,4.896652444260588e-05,0.998500599760096,0.9048746518105849,0.9999955110500649,0.9910822705088379
13,0.4953059692105109,0.4947974935173988,0.7041201303745138,-0.0008791199969974683,-0.0004153311252594327,0.004620911746189504,4.87262249089288e-05,0.998000799680128,0.9023676880222842,0.9999925610909588,0.9904269512324024
14,0.49444564685902814,0.49380103349685667,0.7049408883884035,-0.0008603223514827563,-0.0009964600205421559,0.0008207580138896997,4.846156427265564e-05,0.9986005597760895,0.9022284122562674,0.999993742850159,0.9899070941621962
15,0.4937714881856333,0.4934300631284714,0.7183390239189411,-0.0006741586733948202,-0.00037097036838529274,0.013398135530537592,4.817282012624652e-05,0.9984006397441023,0.8940111420612813,0.9999946083259041,0.9890754400148167
16,0.4931746398691427,0.4924237884581089,0.7019916217902611,-0.0005968483164906502,-0.0010062746703624614,-0.016347402128680022,4.7860295322437944e-05,0.9986005597760895,0.9037604456824513,0.9999959471866384,0.9887920268686226
17,0.49274243744598195,0.4925640679895878,0.7178783211214789,-0.00043220242316072133,0.00014027953147888184,0.01588669933121778,4.752431765659237e-05,0.9987005197920832,0.895125348189415,0.9999961255923195,0.9872558626435894
18,0.492194932885468,0.4927100814878941,0.7069043784305967,-0.000547504560513945,0.00014601349830628552,-0.010973942690882144,4.7165239522885744e-05,0.998500599760096,0.8981894150417827,0.9999965760291283,0.9890701740498672
19,0.49180837043307046,0.4918420255184174,0.7110003911215683,-0.00038656245239754305,-0.0008680559694766998,0.0040960126909715955,4.678343754469486e-05,0.9988004798080767,0.8986072423398329,0.9999971873933386,0.9877018078168915
20,0.4914382839236747,0.4915409490466118,0.7257436555007408,-0.0003700865093957395,-0.0003010764718056058,0.014743264379172505,4.637931217957136e-05,0.9986005597760895,0.8906685236768802,0.999997199651725,0.9871548725640458
21,0.49110432443293656,0.4917334608733654,0.7055210286173327,-0.0003339594907381671,0.00019251182675361633,-0.020222626883408146,4.595328729921729e-05,0.9986005597760895,0.898050139275766,0.9999961513898897,0.9889954882654559
22,0.49096517493440345,0.491526485234499,0.7104614705875002,-0.00013914949853310876,-0.00020697563886640236,0.0049404419701675195,4.550580974490175e-05,0.9987005197920832,0.8977715877437326,0.9999960261488593,0.9876265920656083
23,0.4905140913853591,0.490975022315979,0.7045869745057205,-0.0004510835490443288,-0.0005514629185199849,-0.005874496081779701,4.503734885878669e-05,0.999000399840064,0.9026462395543176,0.9999975937158868,0.9878161971877404
24,0.49011574050580914,0.4909665443003178,0.7117615650440084,-0.00039835087954998016,-8.478015661228522e-06,0.0071745905382879505,4.454839599165145e-05,0.9989004398240704,0.8967966573816156,0.9999973759277929,0.987568815782459
25,0.4898955096406015,0.4907000556588173,0.720726660613356,-0.0002202308652076157,-0.000266488641500473,0.008965095569347548,4.403946398753361e-05,0.9989004398240704,0.8930362116991644,0.999996608504045,0.9871335515254778
26,0.49002527860416606,0.49078032225370405,0.7212841223026144,0.00012976896356453604,8.026659488674648e-05,0.0005574616892584094,4.351108664582646e-05,0.9989004398240704,0.8920612813370473,0.999996575448869,0.9870253048475589
27,0.48973046827384015,0.4906315363943577,0.7230401409083399,-0.000294810330325912,-0.00014878585934635646,0.0017560186057254956,4.296381816139737e-05,0.9988004798080767,0.8966573816155989,0.999996978864917,0.9846706171044429
28,0.4894112473015081,0.4903277106583118,0.7091712478933663,-0.00031922097233205715,-0.0003038257360458707,-0.013868893014973627,4.2398232543313635e-05,0.9989004398240704,0.9008356545961003,0.9999983115992674,0.9864610640370708
29,0.48919373903084884,0.49096333906054496,0.7219831902405311,-0.00021750827065925016,0.0006356284022331349,0.012811942347164873,4.1814923012786194e-05,0.9987005197920832,0.8908077994428969,0.9999966463555445,0.9874514625907922
