epoch,train_loss,val_loss,test_loss,train_delta,val_delta,test_delta,predictor_lr,val_acc,test_acc,val_auc,test_auc
1,1.1637641787528992,0.6812907859683037,0.7281625373610134,0.0,0.0,0.0,3.9999999999999996e-05,0.9456217512994802,0.9147632311977716,0.9971662470127856,0.9887947417871337
2,0.7884930441664024,0.6244508981704712,0.7117543035540087,-0.37527113458649675,-0.056839887797832556,-0.016408233807004735,6.999999999999993e-05,0.9681127548980408,0.9306406685236769,0.9984177449391921,0.9906567944989195
3,0.7247318578037348,0.5950531587004662,0.6819942881321085,-0.06376118636266759,-0.029397739470005013,-0.02976001542190021,0.0001,0.9772091163534586,0.9419220055710307,0.9988899158782439,0.993296506147848
4,0.6867546992884441,0.576443436741829,0.6699262158624057,-0.03797715851529071,-0.018609721958637193,-0.012068072269702745,9.997404066775285e-05,0.9793082766893243,0.944150417827298,0.9991795997097983,0.9920216538036234
5,0.6623150426894426,0.5730130702257157,0.6803762357810448,-0.02443965659900149,-0.0034303665161132812,0.01045001991863903,9.989618989876661e-05,0.9832067173130747,0.9412256267409471,0.999248075614653,0.9915630825022775
6,0.6445798633450811,0.5612959504127503,0.6516549916102968,-0.01773517934436153,-0.011717119812965415,-0.02872124417074795,9.976652934774728e-05,0.9842063174730108,0.9444289693593315,0.9993441591559304,0.9936165228077605
7,0.6296617288819768,0.5511273473501206,0.6507003965048954,-0.014918134463104304,-0.010168603062629678,-0.0009545951054014123,9.958519501070808e-05,0.9845061975209916,0.9447075208913649,0.9995138567587559,0.9917926478019817
8,0.6204491415145722,0.5479897528886795,0.6421293410761603,-0.009212587367404601,-0.003137594461441129,-0.008571055428735153,9.935237708232756e-05,0.9862055177928829,0.9465181058495822,0.9995786644407142,0.9930287569437328
9,0.6097839920019562,0.5463512539863586,0.6556492262873156,-0.01066514951261599,-0.0016384989023208174,0.013519885211155325,9.906831975646277e-05,0.985905637744902,0.9392757660167131,0.9995516237863877,0.9932387898202347
10,0.602476186373017,0.5399458155035972,0.6268632021443598,-0.007307805628939179,-0.0064054384827614275,-0.028786024142955835,9.873332097002275e-05,0.9865053978408637,0.9513927576601672,0.99961318525112,0.9945632204740313
11,0.5952528332444754,0.5365835726261139,0.6329317051788856,-0.00722335312854161,-0.0033622428774833235,0.006068503034525885,9.834773209047419e-05,0.9871051579368253,0.950974930362117,0.9996262591300396,0.992968404261963
12,0.588441092859615,0.5313096955418587,0.6143097569202555,-0.006811740384860432,-0.005273877084255196,-0.018621948258630172,9.791195754730533e-05,0.9885045981607357,0.9522284122562674,0.9996922503017901,0.9959110997098259
13,0.58299315280535,0.528996929526329,0.6220543528425282,-0.005447940054264966,-0.0023127660155296548,0.007744595922272723,9.74264544078354e-05,0.9898040783686526,0.9502785515320334,0.9998097091733515,0.9957202182360922
14,0.5801227008077231,0.5277100414037704,0.6123856141649443,-0.0028704519976269216,-0.001286888122558616,-0.009668738677583888,9.689173189781402e-05,0.9897041183526589,0.955849582172702,0.9997184719936522,0.9962914996845468
15,0.5743477479978041,0.5268718615174294,0.6199405912695259,-0.005774952809919021,-0.0008381798863410506,0.007554977104581639,9.630835086731391e-05,0.9901039584166333,0.9484679665738162,0.9997756095890882,0.9943506889576332
16,0.571619485589591,0.5275030419230461,0.6186971828855318,-0.0027282624082131113,0.0006311804056167158,-0.0012434083839941712,9.567692320247625e-05,0.9902039184326269,0.9537604456824512,0.9997465072821553,0.9951186919216324
17,0.5675887909125198,0.523748192191124,0.6256769237847164,-0.004030694677071178,-0.003754849731922083,0.006979740899184628,9.4998111183727e-05,0.9906037584966013,0.9501392757660168,0.9998063189860704,0.9938276204139692
18,0.5664900923994455,0.5246050387620926,0.6126730585920399,-0.0010986985130743143,0.0008568465709686279,-0.01300386519267649,9.427262679113594e-05,0.9910035985605757,0.9550139275766016,0.99969311547134,0.9959969546510927
19,0.5627651217986237,0.5212019279599189,0.6215638415566807,-0.0037249706008217753,-0.0034031108021737033,0.008890782964640742,9.350123095764832e-05,0.9914034386245502,0.9491643454038997,0.9997486841708495,0.9925473557823774
20,0.5606552252376621,0.5200704231858253,0.6127561885735084,-0.0021098965609616105,-0.001131504774093628,-0.00880765298317221,9.268473277097031e-05,0.9915033986405438,0.9501392757660168,0.999829052097333,0.9950439112630064
