epoch,train_loss,val_loss,test_loss,train_delta,val_delta,test_delta,predictor_lr,val_acc,test_acc,val_auc,test_auc
1,2.1741508333520456,2.1377859592437742,2.1377945686208792,0.0,0.0,0.0,3.9999999999999996e-05,0.28338664534186325,0.4767409470752089,0.8061749186184897,0.826481268376671
2,2.087958123196255,2.032241201400757,2.0242093184898637,-0.08619271015579066,-0.10554475784301731,-0.1135852501310155,6.999999999999993e-05,0.4318272690923631,0.5540389972144847,0.8619539802657006,0.8805153312573678
3,1.9675125283273784,1.8986527293920517,1.8677924419271534,-0.12044559486887652,-0.13358847200870527,-0.1564168765627103,0.0001,0.5504798080767693,0.63983286908078,0.8896155757120167,0.9120931969209644
4,1.8332462930543856,1.771586999297142,1.7169046073124326,-0.13426623527299286,-0.12706573009490962,-0.15088783461472088,9.997404066775285e-05,0.6010595761695322,0.6795264623955432,0.9057686480585231,0.9300161352999944
5,1.719754534688863,1.6698386281728745,1.598784430273648,-0.11349175836552261,-0.10174837112426749,-0.11812017703878452,9.989618989876661e-05,0.6276489404238305,0.71991643454039,0.9151593344663076,0.9376894602012887
6,1.6284768384965984,1.5874331414699554,1.5047953539881214,-0.09127769619226456,-0.08240548670291914,-0.09398907628552666,9.976652934774728e-05,0.6475409836065574,0.7327298050139276,0.9216262669373158,0.942353602428612
7,1.5540938892147758,1.5194972157478333,1.4270591324773327,-0.07438294928182265,-0.06793592572212215,-0.07773622151078863,9.958519501070808e-05,0.6672331067572971,0.7544568245125348,0.9269818938797232,0.9464736192506936
8,1.4923557561229577,1.4627249121665955,1.364490504922538,-0.06173813309181808,-0.05677230358123775,-0.06256862755479475,9.935237708232756e-05,0.6795281887245102,0.7725626740947075,0.9312124350325394,0.9496059754892276
9,1.4404525401240045,1.4146300435066224,1.3119795610164773,-0.0519032159989532,-0.048094868659973145,-0.0525109439060607,9.906831975646277e-05,0.6921231507397041,0.7821727019498608,0.9347529764800344,0.9523092513205592
10,1.3966609036380595,1.3733602732419967,1.2665673288805732,-0.043791636485944974,-0.04126977026462564,-0.04541223213590406,9.873332097002275e-05,0.698920431827269,0.7873259052924791,0.9378300036029614,0.9548626695799999
11,1.3585602255030111,1.3374787837266922,1.2258875945518757,-0.03810067813504836,-0.035881489515304565,-0.04067973432869754,9.834773209047419e-05,0.7041183526589364,0.7880222841225627,0.9404775406566243,0.957330332315937
12,1.3259740095924248,1.3062258988618851,1.19491092089949,-0.0325862159105863,-0.03125288486480704,-0.030976673652385767,9.791195754730533e-05,0.7140143942423031,0.7967966573816156,0.9430294484187193,0.9589042685310526
13,1.2971092855388469,1.278891485929489,1.166475826296313,-0.028864724053577984,-0.027334412932396024,-0.028435094603176836,9.74264544078354e-05,0.7205117952818872,0.8015320334261838,0.9452642534842227,0.960518612825082
14,1.2717562714083628,1.2545190781354905,1.1400445453051864,-0.025353014130484075,-0.02437240779399863,-0.026431280991126682,9.689173189781402e-05,0.7259096361455418,0.8047353760445682,0.9473320437058634,0.962120162071866
15,1.2494606673717499,1.2327016562223434,1.117377334627612,-0.022295604036612904,-0.02181742191314706,-0.02266721067757449,9.630835086731391e-05,0.728108756497401,0.8040389972144847,0.9492351528887306,0.9634424807175164
16,1.2295445427298546,1.2133669316768647,1.0972433994556297,-0.019916124641895294,-0.019334724545478688,-0.020133935171982253,9.567692320247625e-05,0.7360055977608957,0.8153203342618385,0.951042563260099,0.9645953367758637
17,1.2111403400247747,1.1957192331552506,1.0821179932561413,-0.01840420270507992,-0.017647698521614075,-0.015125406199488323,9.4998111183727e-05,0.7397041183526589,0.8167130919220056,0.9527760841365933,0.9654540882148274
18,1.1954658823934468,1.1799421042203904,1.0649489041032463,-0.01567445763132791,-0.015777128934860274,-0.017169089152895056,9.427262679113594e-05,0.7447021191523391,0.825208913649025,0.9542973367833635,0.9665581547924995
19,1.180558305233717,1.16528922021389,1.053475914330318,-0.01490757715972979,-0.014652884006500333,-0.01147298977292821,9.350123095764832e-05,0.748500599760096,0.821866295264624,0.9557600889825603,0.967323672737459
20,1.1671498851342634,1.1517490237951278,1.0404543342261479,-0.013408420099453533,-0.013540196418762251,-0.013021580104170205,9.268473277097031e-05,0.7522990803678529,0.8242339832869081,0.957191404621489,0.9682152171874594
21,1.1547691544348544,1.1396157205104829,1.029619038105011,-0.012380730699409037,-0.012133303284644903,-0.010835296121136873,9.18239886249488e-05,0.7555977608956418,0.8278551532033426,0.9584836011176819,0.9689879602615549
22,1.1438513164493171,1.1279925674200058,1.0196441535292,-0.010917837985537249,-0.011623153090477123,-0.009974884575810972,9.09199013213318e-05,0.7579968012794882,0.8275766016713092,0.9596879766060636,0.9697400289631827
23,1.1326484907079826,1.117436447739601,1.0116801796288326,-0.011202825741334577,-0.010556119680404707,-0.007963973900367405,8.997341912285438e-05,0.7613954418232707,0.8311977715877438,0.9608525234315057,0.9704672668959186
24,1.1236591989343816,1.107699880003929,1.0029211907551205,-0.008989291773600971,-0.009736567735671997,-0.00875898887371207,8.898553475864235e-05,0.7647940823670532,0.8338440111420613,0.9619051269533758,0.9711595076179097
25,1.1140670149841092,1.0986891597509385,0.9963382564741989,-0.009592183950272393,-0.009010720252990545,-0.006582934280921604,8.795728438297576e-05,0.7688924430227909,0.8338440111420613,0.9629490213376788,0.971826449012694
26,1.105541136793115,1.0898307055234908,0.9887289363762428,-0.008525878190994263,-0.008858454227447687,-0.007609320097956118,8.688974648850607e-05,0.7714914034386245,0.8360724233983287,0.9639038510674318,0.9725123232891093
27,1.0975885330276056,1.0817559480667114,0.9841681204993149,-0.007952603765509325,-0.008074757456779436,-0.004560815876927915,8.578404077506775e-05,0.7747900839664135,0.8406685236768803,0.9648119158016174,0.9729539998935743
28,1.0907278231937776,1.0742686435580253,0.9795768528149046,-0.006860709833828027,-0.007487304508686066,-0.004591267684410316,8.464132697526578e-05,0.7778888444622151,0.8398328690807799,0.9656270277262868,0.9735174950837155
29,1.0835309973494573,1.067505344748497,0.9731650825204521,-0.007196825844320243,-0.006763298809528306,-0.006411770294452501,8.346280363807771e-05,0.7813874450219912,0.8449860724233983,0.9664243159760405,0.9741739001853067
30,1.0768294537609273,1.0610007479786874,0.9690156825657549,-0.0067015435885300345,-0.006504596769809634,-0.004149399954697208,8.224970687174083e-05,0.7832866853258696,0.8447075208913649,0.9671780345802643,0.9747240999684936
31,1.0711648232218893,1.0545429438352585,0.9651935223875374,-0.005664630539037985,-0.006457804143428891,-0.0038221601782174597,8.100330904724528e-05,0.7848860455817673,0.8419220055710307,0.96784645529633,0.9751267270862773
32,1.0655708526345817,1.0483061015605926,0.9626004901425592,-0.005593970587307595,-0.006236842274665921,-0.0025930322449781995,7.972491746379248e-05,0.7875849660135945,0.8437325905292479,0.9685333466511419,0.9755603605460554
33,1.0600549067285927,1.0430034533143044,0.9600308599143192,-0.005515945905989028,-0.005302648246288122,-0.002569630228239972,7.841587297761924e-05,0.7908836465413834,0.8430362116991643,0.96915405259664,0.975862528289077
34,1.0547930413687772,1.0376715749502181,0.956159536180825,-0.005261865359815543,-0.005331878364086329,-0.003871323733494192,7.707754859562416e-05,0.7927828868452619,0.843175487465181,0.9697450084083064,0.9762861131002505
