epoch,train_loss,val_loss,test_loss,train_delta,val_delta,test_delta,predictor_lr,val_acc,test_acc,val_auc,test_auc
1,0.9410021775825457,0.5594887852668762,0.7285452402871231,0.0,0.0,0.0,1.9999999999999998e-05,0.9850059976009596,0.9183844011142062,0.9996473201377795,0.9873036443452529
2,0.5541395023465157,0.5269748911261558,0.7171308316033462,-0.38686267523603,-0.03251389414072037,-0.011414408683776855,3.499999999999996e-05,0.9918032786885246,0.9061281337047353,0.9998037548391783,0.9899818325947984
3,0.5318175476383079,0.515053141117096,0.733263870765423,-0.022321954708207747,-0.011921750009059817,0.016133039162076757,5e-05,0.9940023990403839,0.8923398328690808,0.999845026937825,0.9910537101392681
4,0.5198596064001322,0.5081280887126922,0.7104241847991943,-0.011957941238175729,-0.006925052404403775,-0.02283968596622865,4.9987151441615176e-05,0.9965013994402239,0.9016713091922005,0.9999526225476372,0.9921059406370145
5,0.5122921218756925,0.5046113632619381,0.7220623143788042,-0.007567484524439672,-0.003516725450754099,0.011638129579609857,4.994861924282401e-05,0.9969012395041983,0.8958217270194986,0.9999713285787823,0.9902007728799794
6,0.507633896713907,0.5015838496387005,0.719943837872867,-0.00465822516178549,-0.00302751362323761,-0.002118476505937217,4.988444381858219e-05,0.9974010395841664,0.8963788300835654,0.9999501878841538,0.9907997041333387
7,0.5041720966215838,0.49913622066378593,0.7277545271248653,-0.0034618000923232195,-0.002447628974914573,0.007810689251998348,4.9794692480047647e-05,0.9979008396641343,0.8933147632311977,0.9999897218457944,0.9890961521914396
8,0.5016345974396575,0.499040350317955,0.745261052559162,-0.0025374991819262505,-9.587034583091736e-05,0.01750652543429665,4.967945936398052e-05,0.9976009596161536,0.8860724233983287,0.9999789524159303,0.9872108380583255
9,0.49983834458345716,0.4969137005507946,0.7146677765352972,-0.0017962528562003865,-0.0021266497671604268,-0.030593276023864746,4.953886533400706e-05,0.9979008396641343,0.895125348189415,0.9999881229383306,0.99028399939426
10,0.49844541341405024,0.4962983012199402,0.7484786407700901,-0.001392931169406919,-0.0006153993308544159,0.03381086423479285,4.9373057853849895e-05,0.998000799680128,0.8827298050139276,0.9999806260595511,0.9863165502528487
11,0.4969813860952854,0.4956574127078056,0.7468051334907269,-0.0014640273187648267,-0.0006408885121345631,-0.0016735072793632177,4.9182210832659156e-05,0.9979008396641343,0.8817548746518106,0.9999930141090301,0.9875524501317154
