epoch,train_loss,val_loss,test_loss,train_delta,val_delta,test_delta,predictor_lr,val_acc,test_acc,val_auc,test_auc
1,0.9325940426100384,0.5643228247761727,0.7377206642052223,0.0,0.0,0.0,1.9999999999999998e-05,0.9832067173130747,0.9066852367688022,0.9995818614848643,0.988989028041475
2,0.5546747860922054,0.5278840348124504,0.7418770235160301,-0.377919256517833,-0.036438789963722296,0.004156359310807822,3.499999999999996e-05,0.991703318672531,0.8909470752089137,0.9997110868684993,0.9886754286367491
3,0.5312187857925892,0.5159194752573967,0.7410833177895382,-0.023456000299616253,-0.011964559555053711,-0.0007937057264919556,5e-05,0.9945021991203519,0.8881615598885794,0.9998123877105721,0.9891381000768747
4,0.5191486713222482,0.5081099011003971,0.7156813103577186,-0.012070114470341009,-0.007809574156999566,-0.02540200743181953,4.9987151441615176e-05,0.9961015593762494,0.8984679665738161,0.9999144883975783,0.9879475962986586
5,0.5120284991677512,0.5043760135769844,0.7180715326605172,-0.0071201721544970065,-0.003733887523412749,0.002390222302798506,4.994861924282401e-05,0.9967013194722111,0.8965181058495821,0.9999714523594844,0.9895195904139477
6,0.5075593224133957,0.5024864420294761,0.7116715455877369,-0.004469176754355431,-0.0018895715475082397,-0.006399987072780222,4.988444381858219e-05,0.997001199520192,0.898050139275766,0.9999606422707736,0.9886066274802017
7,0.5043224095451561,0.49903527051210406,0.7204430493815192,-0.003236912868239683,-0.0034511715173720647,0.00877150379378222,4.9794692480047647e-05,0.9977009196321471,0.8944289693593315,0.9999819910742764,0.9893243385714009
8,0.5018924758346244,0.4987903244793415,0.7040114608304254,-0.0024299337105316843,-0.00024494603276253857,-0.016431588551093723,4.967945936398052e-05,0.9979008396641343,0.9030640668523677,0.9999788871137658,0.9887206212419173
9,0.50004328626462,0.49811513647437095,0.7001147455182569,-0.0018491895700043504,-0.0006751880049705727,-0.0038967153121685083,4.953886533400706e-05,0.9979008396641343,0.9057103064066853,0.9999898946267476,0.9894862739917354
10,0.4985753097148104,0.49615694805979726,0.7042887231399273,-0.0014679765498096242,-0.0019581884145736805,0.004173977621670377,4.9373057853849895e-05,0.9983006797281088,0.906824512534819,0.9999940926723789,0.9901077370254823
11,0.4970165692608465,0.49581425040960314,0.7046852420116293,-0.001558740453963925,-0.0003426976501941237,0.00039651887170200073,4.9182210832659156e-05,0.998000799680128,0.9044568245125348,0.9999945686532506,0.9881148826928415
12,0.495943394574252,0.4943768627941608,0.6988593339920044,-0.001073174686594458,-0.0014373876154423204,-0.005825908019624904,4.896652444260588e-05,0.9983006797281088,0.9064066852367688,0.9999948042366442,0.9896169709388989
13,0.49550373352725396,0.49399896785616876,0.7017887974607533,-0.0004396610469980522,-0.00037789493799206264,0.002929463468748894,4.87262249089288e-05,0.998500599760096,0.9098885793871866,0.999996783773238,0.9890186653091515
