epoch,train_loss,val_loss,train_delta,val_delta,train_acc,val_acc,train_auc,val_auc,predictor_lr
1,1.0998233378949491,0.8231316402554512,0.0,0.0,0.7476554513533935,0.8741503398640543,0.9600542565174186,0.9913977761164487,3.9999999999999996e-05
2,0.7532047248360786,0.7859146133065223,-0.34661861305887054,-0.03721702694892881,0.8997177652340104,0.9022391043582567,0.9918140808510378,0.9956763898263018,6.999999999999993e-05
3,0.6984770313243974,0.7334152549505234,-0.054727693511681164,-0.05249935835599895,0.923441041824081,0.9273290683726509,0.9945415842469844,0.9966616317816475,0.0001
4,0.6670402323996479,0.6912820518016816,-0.03143679892474949,-0.042133203148841836,0.9360749366638518,0.9485205917632947,0.9960257158845501,0.9974965742720683,9.997404066775285e-05
5,0.6434198697520928,0.7206170007586479,-0.023620362647555182,0.02933494895696631,0.9458753722387662,0.9355257896841264,0.9970125105472611,0.9968563767791763,9.989618989876661e-05
6,0.629411198029464,0.70757205337286,-0.014008671722628763,-0.013044947385787875,0.9497755455798036,0.9393242702918833,0.9974327891318091,0.9967120485184986,9.976652934774728e-05
7,0.6161697620356624,0.6769022047519684,-0.013241435993801565,-0.030669848620891615,0.9562202764567314,0.952219112355058,0.9978606232352808,0.9974248244250078,9.958519501070808e-05
8,0.6065241558985277,0.6877427399158478,-0.009645606137134721,0.010840535163879395,0.9589870660918263,0.9428228708516594,0.9980877707414044,0.9966309608074516,9.935237708232756e-05
9,0.5952847452664917,0.6538865670561791,-0.01123941063203604,-0.03385617285966869,0.9631872527667896,0.9588164734106357,0.9984519793007224,0.9980103170881119,9.906831975646277e-05
10,0.5917943849820982,0.6963915184140206,-0.0034903602843934234,0.04250495135784149,0.9635206009155962,0.9401239504198321,0.998503087921729,0.9956073634711111,9.873332097002275e-05
11,0.5832511022348296,0.7067201122641563,-0.008543282747268677,0.010328593850135737,0.9673318814169518,0.9327269092363055,0.9987346765155368,0.9958623360518543,9.834773209047419e-05
12,0.579447063702074,0.6952905297279358,-0.0038040385327555715,-0.011429582536220506,0.9682874794435308,0.9414234306277489,0.9988096840330777,0.9967642438045262,9.791195754730533e-05
13,0.5749502466483549,0.6803210109472275,-0.004496817053719071,-0.01496951878070829,0.9698764389528424,0.944422231107557,0.9989620372988995,0.9966106306519866,9.74264544078354e-05
14,0.5708393241194162,0.6964908450841903,-0.004110922528938743,0.016169834136962824,0.971520956486955,0.9370251899240304,0.9990666878240506,0.9951103315661898,9.689173189781402e-05
15,0.5661326162517071,0.6765006646513939,-0.004706707867709103,-0.019990180432796434,0.973587715009556,0.9447221111555378,0.9991161881677767,0.9970215055932358,9.630835086731391e-05
